ligand,receptor,classification,directionality,id_cp_interaction,signaling_type
EFNB3,EPHB3,Signaling by Ephrin,Ligand-Receptor,CPI-SS01BBAD475,Cell-Cell Contact
EFNB1,EPHB4,Signaling by Ephrin,Ligand-Receptor,CPI-SS09D9D6811,Cell-Cell Contact
EFNB2,EPHB4,Signaling by Ephrin,Ligand-Receptor,CPI-SS08D0F9109,Cell-Cell Contact
EFNB3,EPHB4,Signaling by Ephrin,Ligand-Receptor,CPI-SS0F6AA700E,Cell-Cell Contact
EFNB1,EPHB6,Signaling by Ephrin,Ligand-Receptor,CPI-SS040D3C47C,Cell-Cell Contact
EFNB2,EPHB6,Signaling by Ephrin,Ligand-Receptor,CPI-SS05ABE6795,Cell-Cell Contact
EFNB3,EPHB6,Signaling by Ephrin,Ligand-Receptor,CPI-SS0A39F4895,Cell-Cell Contact
AREG,EGFR,Signaling by Epidermal growth factor,Ligand-Receptor,CPI-SS052119104,Secreted Signaling
BTC,EGFR,Signaling by Epidermal growth factor,Ligand-Receptor,CPI-SS0CC966B71,Secreted Signaling
EGF,EGFR,Signaling by Epidermal growth factor,Ligand-Receptor,CPI-SS09947DDD9,Secreted Signaling
EPGN,EGFR,Signaling by Epidermal growth factor,Ligand-Receptor,CPI-SS060790CF0,Cell-Cell Contact
EREG,EGFR,Signaling by Epidermal growth factor,Ligand-Receptor,CPI-SS004C23DCE,Secreted Signaling
HBEGF,EGFR,Signaling by Epidermal growth factor,Ligand-Receptor,CPI-SS09B2ACA25,Secreted Signaling
TGFA,EGFR,Signaling by Transforming growth factor,Ligand-Receptor,CPI-SS07E5C3060,Secreted Signaling
BTC,ERBB3,Signaling by Betacellulin,Ligand-Receptor,CPI-SS05A6C9EC5,Secreted Signaling
NRG1,ERBB3,Signaling by Neuregulin,Ligand-Receptor,CPI-SS02B906C26,Secreted Signaling
NRG2,ERBB3,Signaling by Neuregulin,Ligand-Receptor,CPI-SS053613259,Secreted Signaling
BTC,ERBB4,Signaling by Betacellulin,Ligand-Receptor,CPI-SS0F0D7F25C,Secreted Signaling
EREG,ERBB4,Signaling by Epidermal growth factor,Ligand-Receptor,CPI-SS0FC42EC80,Secreted Signaling
HBEGF,ERBB4,Signaling by Epidermal growth factor,Ligand-Receptor,CPI-SS060B846D1,Secreted Signaling
NRG1,ERBB4,Signaling by Neuregulin,Ligand-Receptor,CPI-SS0BD5C2A23,Secreted Signaling
NRG2,ERBB4,Signaling by Neuregulin,Ligand-Receptor,CPI-SS0E063192D,Secreted Signaling
NRG3,ERBB4,Signaling by Neuregulin,Ligand-Receptor,CPI-SS0D5E30C6C,Secreted Signaling
NRG4,ERBB4,Signaling by Neuregulin,Ligand-Receptor,CPI-SS0627D0E22,Secreted Signaling
HBEGF,ERBB2,Signaling by Epidermal growth factor,Ligand-Receptor,CPI-SS03E7FB333,Secreted Signaling
FCER2,CR2,Signaling by FC receptor,Receptor-Receptor,CPI-SS000568A0E,Cell-Cell Contact
FCER2,FGFR2,Signaling by FC receptor,Receptor-Receptor,CPI-SS0D26FB68C,Cell-Cell Contact
FGF1,FGFR2,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS04A97448D,Secreted Signaling
FGF10,FGFR2,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0AECC113F,Secreted Signaling
FGF2,FGFR2,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS05A94DE17,Secreted Signaling
FGF22,FGFR2,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS09D21167E,Secreted Signaling
FGF3,FGFR2,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS06D341996,Secreted Signaling
FGF7,FGFR2,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0E928B8C8,Secreted Signaling
FGF1,FGFR1,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0755A26DD,Secreted Signaling
FGF2,FGFR1,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS01F67987A,Secreted Signaling
FGF4,FGFR1,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0FFB9E01B,Secreted Signaling
FGF5,FGFR1,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS01333FFA6,Secreted Signaling
FGF6,FGFR1,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS014E486AB,Secreted Signaling
NCAM1,FGFR1,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS05632AB58,Cell-Cell Contact
FGF1,FGFR3,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS015819E65,Secreted Signaling
FGF17,FGFR3,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0BC9F7E9E,Secreted Signaling
FGF2,FGFR3,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0D636A374,Secreted Signaling
FGF20,FGFR3,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0696C2B28,Secreted Signaling
FGF8,FGFR3,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0CFABB69A,Secreted Signaling
FGF9,FGFR3,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS05D62446A,Secreted Signaling
FGF1,FGFR4,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0D9366D11,Secreted Signaling
FGF2,FGFR4,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS008FB916C,Secreted Signaling
SDC2,FGFR4,,Ligand-Receptor,CPI-SS001D9549D,Cell-Cell Contact
FGF19,FGFR4_KLB,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SC068641E32,Secreted Signaling
FGF21,FGFR4_KLB,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SC0601E173E,Secreted Signaling
FGF23,FGFR1_KL,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SC0F6764DA8,Secreted Signaling
FGL1,LAG3,Signaling by Fibroblast growth factor,Ligand-Receptor,CPI-SS0B7D22073,Secreted Signaling
NCAM1,AGRN,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,Ligand-Receptor,CPI-SS0C21302BC,Cell-Cell Contact
FLRT1,ADGRL1,Signaling by Fibronectin,Ligand-Receptor,CPI-SS0813792B7,Cell-Cell Contact
FLRT1_TENM2,ADGRL1,Signaling by Fibronectin,Ligand-Receptor,CPI-CS007F1C612,Secreted Signaling
FLRT1_TENM4,ADGRL1,Signaling by Fibronectin,Ligand-Receptor,CPI-CS0C8B4ED97,Secreted Signaling
FLRT2,ADGRL1,Signaling by Fibronectin,Ligand-Receptor,CPI-SS008E98D3E,Cell-Cell Contact
FLRT3_TENM2,ADGRL1,Signaling by Fibronectin,Ligand-Receptor,CPI-CS04534E61E,Secreted Signaling
FLRT3_TENM4,ADGRL1,Signaling by Fibronectin,Ligand-Receptor,CPI-CS0B24464AF,Secreted Signaling
NRXN1,ADGRL1,Signaling by Neurexin,Receptor-Receptor,CPI-SS019D9440E,Cell-Cell Contact
NRXN2,ADGRL1,Signaling by Neurexin,Receptor-Receptor,CPI-SS0B0B67CA2,Cell-Cell Contact
NRXN3,ADGRL1,Signaling by Neurexin,Receptor-Receptor,CPI-SS05E4F3F47,Cell-Cell Contact
TENM1,ADGRL1,Signaling by Teneurin,Ligand-Receptor,CPI-SS085E3E37F,Cell-Cell Contact
TENM2,ADGRL1,Signaling by Teneurin,Ligand-Receptor,CPI-SS09159B142,Cell-Cell Contact
TENM3,ADGRL1,Signaling by Teneurin,Ligand-Receptor,CPI-SS04FD52559,Cell-Cell Contact
TENM4,ADGRL1,Signaling by Teneurin,Ligand-Receptor,CPI-SS0EC12EAD9,Cell-Cell Contact
FLRT1,ADGRL3,Signaling by Fibronectin,Ligand-Receptor,CPI-SS0430C8A78,Cell-Cell Contact
FLRT1_TENM3,ADGRL3,Signaling by Fibronectin,Ligand-Receptor,CPI-CS059C42E4B,Secreted Signaling
FLRT2,ADGRL3,Signaling by Fibronectin,Ligand-Receptor,CPI-SS0474E1C15,Cell-Cell Contact
FLRT3,ADGRL3,Signaling by Fibronectin,Ligand-Receptor,CPI-SS052641D5A,Cell-Cell Contact
FLRT3_TENM3,ADGRL3,Signaling by Fibronectin,Ligand-Receptor,CPI-CS0D62B1695,Secreted Signaling
TENM1,ADGRL3,Signaling by Teneurin,Ligand-Receptor,CPI-SS038A612D7,Cell-Cell Contact
TENM2,ADGRL3,Signaling by Teneurin,Ligand-Receptor,CPI-SS0BCB3D402,Cell-Cell Contact
TENM3,ADGRL3,Signaling by Teneurin,Ligand-Receptor,CPI-SS0EA023E51,Cell-Cell Contact
TENM4,ADGRL3,Signaling by Teneurin,Ligand-Receptor,CPI-SS01F00A48A,Cell-Cell Contact
UNC5A,ADGRL3,,Receptor-Receptor,CPI-SS0F6BE4D47,Cell-Cell Contact
FLRT3,ADGRL2,Signaling by Fibronectin,Ligand-Receptor,CPI-SS08BFFB96E,Cell-Cell Contact
FLRT3_TENM2,ADGRL2,Signaling by Fibronectin,Ligand-Receptor,CPI-CS049AAD8F5,Secreted Signaling
TENM1,ADGRL2,Signaling by Teneurin,Ligand-Receptor,CPI-SS083BB1EB3,Cell-Cell Contact
TENM2,ADGRL2,Signaling by Teneurin,Ligand-Receptor,CPI-SS021718DBF,Cell-Cell Contact
TENM3,ADGRL2,Signaling by Teneurin,Ligand-Receptor,CPI-SS075F456AF,Cell-Cell Contact
TENM4,ADGRL2,Signaling by Teneurin,Ligand-Receptor,CPI-SS0FD44484F,Cell-Cell Contact
GAD1_SLC32A1,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0CE0C5AF0,Secreted Signaling
GAD1_SLC6A1,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS06B116BC0,Secreted Signaling
GAD1_SLC6A11,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS02929CEBB,Secreted Signaling
GAD1_SLC6A12,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0DE2ED1D0,Secreted Signaling
GAD1_SLC6A13,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0E715A989,Secreted Signaling
GAD1_SLC6A6,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS03CCCE0E4,Secreted Signaling
GAD1_SLC6A8,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0117267C4,Secreted Signaling
GAD2_SLC32A1,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0F3055E82,Secreted Signaling
GAD2_SLC6A1,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0E648EBFA,Secreted Signaling
GAD2_SLC6A11,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0E6EE9A46,Secreted Signaling
GAD2_SLC6A12,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0B3E748FB,Secreted Signaling
GAD2_SLC6A13,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0F5400CAB,Secreted Signaling
GAD2_SLC6A6,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS02CC3D29A,Secreted Signaling
GAD2_SLC6A8,GABBR1,Signaling by GABA,Ligand-Receptor,CPI-CS0C6A5253D,Secreted Signaling
GAD1_SLC32A1,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS0FA38E530,Secreted Signaling
GAD1_SLC6A1,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS04C0A3C19,Secreted Signaling
GAD1_SLC6A11,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS0A7EA055F,Secreted Signaling
GAD1_SLC6A12,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS025E1B7C6,Secreted Signaling
GAD1_SLC6A13,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS04368D963,Secreted Signaling
GAD1_SLC6A6,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS0AD67AADC,Secreted Signaling
GAD1_SLC6A8,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS0F9A0EE4B,Secreted Signaling
GAD2_SLC32A1,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS0AA35FDCE,Secreted Signaling
GAD2_SLC6A1,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS0B096A78D,Secreted Signaling
GAD2_SLC6A11,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS02F1A072B,Secreted Signaling
GAD2_SLC6A12,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS04A744DD8,Secreted Signaling
GAD2_SLC6A13,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS0C8D4C311,Secreted Signaling
GAD2_SLC6A6,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS0DC38225F,Secreted Signaling
GAD2_SLC6A8,GABBR2,Signaling by GABA,Ligand-Receptor,CPI-CS0BADCE0DB,Secreted Signaling
GAD1_SLC32A1,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC09C521706,Secreted Signaling
GAD1_SLC6A1,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC0200FD25E,Secreted Signaling
GAD1_SLC6A11,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC0CBCCF256,Secreted Signaling
GAD1_SLC6A12,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC061180998,Secreted Signaling
GAD1_SLC6A13,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC07643D38C,Secreted Signaling
GAD1_SLC6A6,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC0946F123A,Secreted Signaling
GAD1_SLC6A8,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC055A75E96,Secreted Signaling
GAD2_SLC32A1,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC05D186539,Secreted Signaling
GAD2_SLC6A1,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC03EB01F42,Secreted Signaling
GAD2_SLC6A11,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC076D3C70C,Secreted Signaling
GAD2_SLC6A12,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC0D1121E32,Secreted Signaling
GAD2_SLC6A13,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC05EB8AC47,Secreted Signaling
GAD2_SLC6A6,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC06878B267,Secreted Signaling
GAD2_SLC6A8,GABRA1_GABRB2,Signaling by GABA,Ligand-Receptor,CPI-CC03243A499,Secreted Signaling
GAD1_SLC32A1,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC0990A372B,Secreted Signaling
GAD1_SLC6A1,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC07921E343,Secreted Signaling
GAD1_SLC6A11,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC02E4FE92E,Secreted Signaling
GAD1_SLC6A12,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC0C820256C,Secreted Signaling
GAD1_SLC6A13,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC0489A8F45,Secreted Signaling
GAD1_SLC6A6,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC05D2522F1,Secreted Signaling
GAD1_SLC6A8,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC0A41CB438,Secreted Signaling
GAD2_SLC32A1,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC009DEE9FC,Secreted Signaling
GAD2_SLC6A1,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC001A2A34F,Secreted Signaling
GAD2_SLC6A11,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC03AD613BA,Secreted Signaling
GAD2_SLC6A12,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC018526C0E,Secreted Signaling
GAD2_SLC6A13,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC05C1516B6,Secreted Signaling
GAD2_SLC6A6,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC0F913B188,Secreted Signaling
GAD2_SLC6A8,GABRA1_GABRB2_GABRD,Signaling by GABA,Ligand-Receptor,CPI-CC06ADA1C59,Secreted Signaling
GAD1_SLC32A1,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0392C7337,Secreted Signaling
GAD1_SLC6A1,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC03C18523A,Secreted Signaling
GAD1_SLC6A11,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC004185A70,Secreted Signaling
GAD1_SLC6A12,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC03F9B0D3E,Secreted Signaling
GAD1_SLC6A13,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC07774ECF6,Secreted Signaling
GAD1_SLC6A6,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC089C08005,Secreted Signaling
GAD1_SLC6A8,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC08D4D19FA,Secreted Signaling
GAD2_SLC32A1,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0B5A2E9A4,Secreted Signaling
GAD2_SLC6A1,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0F110BCE5,Secreted Signaling
GAD2_SLC6A11,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC01E8115FE,Secreted Signaling
GAD2_SLC6A12,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC054F031D4,Secreted Signaling
GAD2_SLC6A13,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC00DB8A3C3,Secreted Signaling
GAD2_SLC6A6,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0CD7157B7,Secreted Signaling
GAD2_SLC6A8,GABRA1_GABRB2_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0150E2A6F,Secreted Signaling
GAD1_SLC32A1,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC0CAFBA656,Secreted Signaling
GAD1_SLC6A1,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC0DF227F32,Secreted Signaling
GAD1_SLC6A11,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC0E8A76CD6,Secreted Signaling
GAD1_SLC6A12,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC0EBAAB6B8,Secreted Signaling
GAD1_SLC6A13,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC0604DCB2A,Secreted Signaling
GAD1_SLC6A6,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC03AA4B30D,Secreted Signaling
GAD1_SLC6A8,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC05283AAC1,Secreted Signaling
GAD2_SLC32A1,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC08151EFC9,Secreted Signaling
GAD2_SLC6A1,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC0B6E51683,Secreted Signaling
GAD2_SLC6A11,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC0F935E8FA,Secreted Signaling
GAD2_SLC6A12,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC054EBEFC4,Secreted Signaling
GAD2_SLC6A13,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC03210AFD9,Secreted Signaling
GAD2_SLC6A6,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC0229CFC13,Secreted Signaling
GAD2_SLC6A8,GABRA1_GABRB3,Signaling by GABA,Ligand-Receptor,CPI-CC0671108D4,Secreted Signaling
GAD1_SLC32A1,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0608D4CA8,Secreted Signaling
GAD1_SLC6A1,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0C3E95213,Secreted Signaling
GAD1_SLC6A11,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC09E9DF123,Secreted Signaling
GAD1_SLC6A12,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC017F52E16,Secreted Signaling
GAD1_SLC6A13,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC036F9ABD3,Secreted Signaling
GAD1_SLC6A6,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC026E0AF6E,Secreted Signaling
GAD1_SLC6A8,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0348C5437,Secreted Signaling
GAD2_SLC32A1,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0F3C27C9B,Secreted Signaling
GAD2_SLC6A1,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC04EC40D20,Secreted Signaling
GAD2_SLC6A11,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC06080894C,Secreted Signaling
GAD2_SLC6A12,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0E15506F9,Secreted Signaling
GAD2_SLC6A13,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC017C3F672,Secreted Signaling
GAD2_SLC6A6,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC05DBBAD9A,Secreted Signaling
GAD2_SLC6A8,GABRA1_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0EDAA7A65,Secreted Signaling
GAD1_SLC32A1,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0F8CB8104,Secreted Signaling
GAD1_SLC6A1,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC01B9552BA,Secreted Signaling
GAD1_SLC6A11,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC08A636173,Secreted Signaling
GAD1_SLC6A12,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0F0C72A29,Secreted Signaling
GAD1_SLC6A13,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC002C86EAE,Secreted Signaling
GAD1_SLC6A6,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC06B7CC089,Secreted Signaling
GAD1_SLC6A8,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0C8C9C0D3,Secreted Signaling
GAD2_SLC32A1,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC03764C8A9,Secreted Signaling
GAD2_SLC6A1,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC06C7F820C,Secreted Signaling
GAD2_SLC6A11,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC08E2CA1DE,Secreted Signaling
GAD2_SLC6A12,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC02F84E602,Secreted Signaling
GAD2_SLC6A13,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC026C1BCB7,Secreted Signaling
GAD2_SLC6A6,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0BB611F3F,Secreted Signaling
GAD2_SLC6A8,GABRA2_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC078D80A28,Secreted Signaling
GAD1_SLC32A1,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC002F8F1E8,Secreted Signaling
GAD1_SLC6A1,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC0E092014F,Secreted Signaling
GAD1_SLC6A11,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC0D3781D5C,Secreted Signaling
GAD1_SLC6A12,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC08C75F9A4,Secreted Signaling
GAD1_SLC6A13,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC02329B61A,Secreted Signaling
GAD1_SLC6A6,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC0695DEB89,Secreted Signaling
GAD1_SLC6A8,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC0852DD8AB,Secreted Signaling
GAD2_SLC32A1,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC0ACD9602B,Secreted Signaling
GAD2_SLC6A1,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC01D1ED99D,Secreted Signaling
GAD2_SLC6A11,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC024CBCA9B,Secreted Signaling
GAD2_SLC6A12,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC0C8852F39,Secreted Signaling
GAD2_SLC6A13,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC0EAE86252,Secreted Signaling
GAD2_SLC6A6,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC0D90441AB,Secreted Signaling
GAD2_SLC6A8,GABRA3_GABRB3_GABRE,Signaling by GABA,Ligand-Receptor,CPI-CC0AA6AA3F7,Secreted Signaling
GAD1_SLC32A1,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC035C82A9B,Secreted Signaling
GAD1_SLC6A1,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC07D1D1AD0,Secreted Signaling
GAD1_SLC6A11,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC01D135078,Secreted Signaling
GAD1_SLC6A12,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC019BF818D,Secreted Signaling
GAD1_SLC6A13,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0195F6CE4,Secreted Signaling
GAD1_SLC6A6,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0079D48C9,Secreted Signaling
GAD1_SLC6A8,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0F11405A3,Secreted Signaling
GAD2_SLC32A1,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC065D3E23E,Secreted Signaling
GAD2_SLC6A1,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0CCDF6512,Secreted Signaling
GAD2_SLC6A11,GABRA3_GABRB3_GABRG2,Signaling by GABA,Ligand-Receptor,CPI-CC0079A0DC0,Secreted Signaling
